identifier_vote,date,report,desc,title,for,against,abstention,committee,oeil,mepid,lastname,firstname,result,epgroup,party,start,end,birthdate,country,term
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6899,CHABAUD,Catherine,for,Renew,Mouvement Démocrate,2019-07-02,NA,1962-11-29,fr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,5891,CANFIN,Pascal,for,Renew,Liste Renaissance,2019-07-02,NA,1974-08-22,fr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6973,CAÑAS,Jordi,for,Renew,Ciudadanos – Partido de la Ciudadanía,2019-07-02,NA,1969-12-12,es,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7008,CALENDA,Carlo,for,S&D,Azione,2019-07-02,NA,1973-04-09,it,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6966,BRUNET,Sylvie,for,Renew,Mouvement Démocrate,2019-07-02,NA,1959-03-12,fr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6967,BOYER,Gilles,for,Renew,Indépendant,2019-07-02,NA,1971-07-04,fr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7057,BOTOŞ,Vlad-Marius,for,Renew,Uniunea Salvați România,2019-07-02,NA,1986-06-15,ro,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6089,BILBAO BARANDICA,Izaskun,for,Renew,Partido Nacionalista Vasco,2019-07-02,NA,1961-03-27,es,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6944,BIJOUX,Stéphane,for,Renew,La République en marche,2019-07-02,NA,1970-10-08,fr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6835,BEER,Nicola,for,Renew,Freie Demokratische Partei,2019-07-02,NA,1970-01-23,de,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7163,BAUZÁ DÍAZ,José Ramón,for,Renew,Ciudadanos – Partido de la Ciudadanía,2019-07-02,NA,1970-11-16,es,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7165,AZMANI,Malik,for,Renew,Volkspartij voor Vrijheid en Democratie,2019-07-02,NA,1976-01-20,nl,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6400,AUŠTREVIČIUS,Petras,for,Renew,Lietuvos Respublikos liberalų sąjūdis,2019-07-02,NA,1963-05-16,lt,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6327,ANSIP,Andrus,for,Renew,Eesti Reformierakond,2019-07-02,NA,1956-10-01,ee,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7260,ANDREWS,Barry,for,Renew,Fianna Fáil Party,2020-02-01,NA,1967-05-16,ie,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6799,AL-SAHLANI,Abir,for,Renew,Centerpartiet,2019-07-02,NA,1976-05-18,se,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7230,ALIEVA-VELI,Atidzhe,for,Renew,Movement for Rights and Freedoms,2019-07-02,NA,1981-09-18,bg,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6094,ZVER,Milan,for,EPP,Slovenska demokratska stranka,2019-07-02,NA,1962-05-25,si,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6734,ZOVKO,Željana,for,EPP,Hrvatska demokratska zajednica,2019-07-02,NA,1970-03-25,hr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7012,ZOIDO ÁLVAREZ,Juan Ignacio,for,EPP,Partido Popular,2019-07-02,NA,1957-01-21,es,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6344,ZDECHOVSKÝ,Tomáš,for,EPP,Křesťanská a demokratická unie - Československá strana lidová,2019-07-02,NA,1979-11-02,cz,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6997,ZARZALEJOS,Javier,for,EPP,Partido Popular,2019-07-02,NA,1960-06-06,es,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6665,ZAGORAKIS,Theodoros,for,EPP,Nea Demokratia,2019-07-02,NA,1971-10-27,gr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6820,WISELER-LIMA,Isabel,for,EPP,Parti chrétien social luxembourgeois,2019-07-02,NA,1961-12-29,lu,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7041,WINZIG,Angelika,for,EPP,Österreichische Volkspartei,2019-07-02,NA,1963-05-09,at,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,5782,WINKLER,Iuliu,for,EPP,Uniunea Democrată Maghiară din România,2019-07-02,NA,1964-03-14,ro,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,4643,WIELAND,Rainer,for,EPP,Christlich Demokratische Union Deutschlands,2019-07-02,NA,1957-02-19,de,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6908,WEISS,Pernille,for,EPP,Det Konservative Folkeparti,2019-07-02,NA,1968-03-12,dk,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,5351,WEBER,Manfred,for,EPP,Christlich-Soziale Union in Bayern e.V.,2019-07-02,NA,1972-07-14,de,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6804,WARBORN,Jörgen,for,EPP,Moderaterna,2019-07-02,NA,1969-01-23,se,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6827,WALSMANN,Marion,for,EPP,Christlich Demokratische Union Deutschlands,2019-07-02,NA,1963-03-17,de,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7233,WALSH,Maria,for,EPP,Fine Gael Party,2019-07-02,NA,1987-06-11,ie,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7183,VUOLO,Lucia,for,EPP,Forza Italia,2019-07-02,NA,1963-02-15,it,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6664,VOZEMBERG-VRIONIDI,Elissavet,for,EPP,Nea Demokratia,2019-07-02,NA,1956-09-14,gr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,5934,VOSS,Axel,for,EPP,Christlich Demokratische Union Deutschlands,2019-07-02,NA,1963-04-07,de,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6356,VIRKKUNEN,Henna,for,EPP,Kansallinen Kokoomus,2019-07-02,NA,1972-06-04,fi,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7062,VINCZE,Loránt,for,EPP,Uniunea Democrată Maghiară din România,2019-07-02,NA,1977-11-03,ro,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,5930,VERHEYEN,Sabine,for,EPP,Christlich Demokratische Union Deutschlands,2019-07-02,NA,1964-10-24,de,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6706,VANDENKENDELAERE,Tom,for,EPP,Christen-Democratisch & Vlaams,2021-01-25,NA,1984-09-02,be,9
